ComptaID,Date,Portefeuille,PortefeuilleID,Fonctionnement,FonctionnementID,Num_Commande,Montant,Vérifié,Date paiement,Relevé,Etat,Categorie,CategorieID,Tiers,TiersID,Notes,Projet,ProjetID
2024-05-18-0-001,18/05/2024,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"2 160,00 €",N/A,18/05/2025,,Réglé,Finance / Obligations / Frais réglementaires,C.D-FIN.OB.01,Mtre Audineau Avocate,T#TT-SER-SE-SER#250101#MTRE_AUDINEAU_A,Reglement Avocat,Ju. Affaires,P#2025JU_AFFAIRE
2025-05-21-0-003,21/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"154,90 €",N/A,,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Monsieur Telephone - Magasin Ludres,T#TT-COM-SP-ÉLE#250101#MONSIEUR_TELEPH,tel + coque,Telephone,P#2025TELEPHONE_
2025-05-21-0-002,21/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"20,00 €",N/A,,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Electro Depot - Magasin Houdemont Nancy,T#TT-COM-SP-ÉLE#250101#ELECTRO_DEPOT__,casque,Pc Portable,P#2025PC_PORTABL
2025-05-21-0-001,21/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"10,00 €",N/A,,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Magasin Intermarche - Ludres Nancy,T#TT-COM-DI-SUP#250101#MAGASIN_INTERMA,,Papy Villers,P#2025PAPY_VILLE
2025-05-26-0-001,26/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"9,00 €",N/A,,,Réglé,Santé & Bien-être / Santé / Soins,C.D-SAN.SA.05,Dr Jullière Guy - Généraliste (MT) - Nancy,T#TT-PUB-SA-MÉD#250101#DR_JULLIRE_GUY_,part mutuelle (perdue),,
2025-05-27-0-006,27/05/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"2 420,00 €",Oui,27/05/2025,05/06/2025,Réglé,Finance / Professionnel /  Indemnité,C.R-FIN.PR.01,CPBourg,T#TT-SER-TR-EMP#250101#CPBOURG______,,,
2025-05-27-0-005,27/05/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"2 160,00 €",Oui,18/05/2025,05/06/2025,Réglé,Finance / Crédits / Prêt Perso,C.R-FIN.CR.04,Papy famille ,T#TT-SER-TR-PER#250101#PAPY_FAMILLE___,,Ju. Affaires,P#2025JU_AFFAIRE
2025-05-27-0-004,27/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"5,70 €",N/A,,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,Stan Transport en commun  Nancéens ,T#TT-MOB-IN-TRA#250101#STAN_TRANSPORT_,,Papy Villers,P#2025PAPY_VILLE
2025-05-27-0-003,27/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"30,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Adhésion association,C.D-SAN.LO.01,La Feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,Abonnement La feinte,Jeux de Société,P#2025JEUX_DE_SO
2025-05-27-0-002,27/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"5,10 €",N/A,,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,Stan Transport en commun  Nancéens ,T#TT-MOB-IN-TRA#250101#STAN_TRANSPORT_,,Papy Villers,P#2025PAPY_VILLE
2025-05-27-0-001,27/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"6,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Chicken Street - Magasin Nancy,T#TT-COM-RE-RES#250101#CHICKEN_STREET_,,Jeux de Société,P#2025JEUX_DE_SO
2025-05-28-1-001,28/05/2025,Banque,PTF#BA#BANQ#BAN,Transfert & Retraits,FCT.MV-TF,,"750,00 €",,,,Dû,Finance / Banque / PCC,C.D-FIN.BA.04,PCC,T#TT-SER-TR-PER#250101#PCC______,,Ju. Affaires,P#2025JU_AFFAIRE
2025-05-28-0-003,28/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"9,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Tacos One  - Magasin Nancy,T#TT-COM-RE-RES#250101#TACOS_ONE___MAG,,Jeux de Société,P#2025JEUX_DE_SO
2025-05-28-0-002,28/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Dons association,C.D-SAN.LO.03,La feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,,Jeux de Société,P#2025JEUX_DE_SO
2025-05-28-0-001,28/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,40 €",N/A,,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,Stan Transport en commun  Nancéens ,T#TT-MOB-IN-TRA#250101#STAN_TRANSPORT_,,Papy Villers,P#2025PAPY_VILLE
2025-05-30-0-006,30/05/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,PO-069-07031178542710987,"39,58 €",Oui,03/06/2025,05/06/2025,Réglé,Quotidien / Mode / Vêtements ,C.D-QUO.MO.04,Temu,T#TT-COM-NU-INT#250101#TEMU______,2 lots de 4 polos,,
2025-05-30-0-005,30/05/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,PO-069-07031178542710987,"9,38 €",Oui,03/06/2025,05/06/2025,Réglé,Quotidien / Mode/ Sous-vêtements,C.D-QUO.MO.06,Temu,T#TT-COM-NU-INT#250101#TEMU______,A short de bain + lot de 4 boxer,,
2025-05-30-0-004,30/05/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,PO-069-07031178542710987,"2,09 €",Oui,03/06/2025,05/06/2025,Réglé,"Quotidien /  Mode / Sac, Ceintures",C.D-QUO.MO.02,Temu,T#TT-COM-NU-INT#250101#TEMU______,Ceinture,,
2025-05-30-0-003,30/05/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,PO-069-07031301432950987,"2,16 €",Oui,03/06/2025,05/06/2025,Réglé,Quotidien / Cadeaux / Cadeaux Famille,C.D-QUO.CA.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-05-30-0-002,30/05/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,PO-069-07031301432950987,"18,88 €",Oui,03/06/2025,05/06/2025,Réglé,Quotidien / Mode/ Sous-vêtements,C.D-QUO.MO.06,Temu,T#TT-COM-NU-INT#250101#TEMU______,Lot Boxer + Lot slip + Short de bain,,
2025-05-30-0-001,30/05/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,50 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Dons association,C.D-SAN.LO.03,La feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-03-0-004,03/06/2025,Banque,PTF#BA#BANQ#BAN,Transfert & Retraits,FCT.MV-TF,,"20,00 €",Oui,05/06/2025,05/06/2025,Réglé,Finance / Banque / Retrait,C.D-FIN.BA.05,Moi - Portefeuille Especes - mai 25,T#TT-SER-TR-PER#250101#MOI__PORTEFEUIL,,,
2025-06-03-0-003,03/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"699,95 €",Oui,05/06/2025,05/06/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,LDLC - Nancy,T#TT-COM-SP-ÉLE#250101#LDLC__NANCY____,,Pc Portable,P#2025PC_PORTABL
2025-06-03-0-002,03/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Dons association,C.D-SAN.LO.03,La feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-03-0-001,03/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"10,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Casa De Pizza - Nancy,T#TT-COM-RE-RES#250101#CASA_DE_PIZZA__,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-04-0-002,04/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"47,00 €",Oui,01/06/2025,05/06/2025,Réglé,Finance / Banque / Frais bancaires,C.D-FIN.BA.02,CIC Banque - Agence Ambérieu en Bugey,T#TT-SER-FI-BAN#250101#CIC_BANQUE__AGE,,,
2025-06-04-0-001,04/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"70,00 €",N/A,,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,LDLC - Nancy,T#TT-COM-SP-ÉLE#250101#LDLC__NANCY____,,Pc Portable,P#2025PC_PORTABL
2025-06-06-0-003,06/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"660,00 €",Oui,05/09/2025,05/09/2025,Réglé,Logement / Charges / Loyer,C.D-LOG.CH.06,MOUGEL Agnès - Propriétaire,T#TT-SER-IM-PRO#250727#MOUGEL_AGNS__PR,,Loc Epinal,P#2025LOC_EPINAL
2025-06-06-0-002,06/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"36,00 €",Oui,09/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Jeux de Société,C.D-SAN.LO.04,Board Game Arena - BGA,T#TT-COM-NU-PLA#250101#BOARD_GAME_AREN,Abonnement Premium *BGA annuel,Jeux de Société,P#2025JEUX_DE_SO
2025-06-06-0-001,06/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Dons association,C.D-SAN.LO.03,La feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-07-0-002,07/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"10,00 €",Oui,09/06/2025,07/07/2025,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Syma - Mobile,T#TT-COM-NU-FOU#250101#SYMA__MOBILE___,Syma souscription abonnement Mobile,Telephone,P#2025TELEPHONE_
2025-06-07-0-001,07/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"85,50 €",Oui,09/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Jeux de Société,C.D-SAN.LO.04,PGM Stuff,T#TT-COM-NU-INT#250101#PGM_STUFF______,Reflet d'acide v2 + expé,Jeux de Société,P#2025JEUX_DE_SO
2025-06-08-0-003,08/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,PO-069-17339182664310987,"38,96 €",Oui,09/06/2025,07/07/2025,Réglé,Quotidien / Mode / Vêtements ,C.D-QUO.MO.04,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-06-08-0-002,08/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,PO-069-17339182664310987,"12,99 €",Oui,09/06/2025,07/07/2025,Réglé,Quotidien / Mode / Chaussures & autres,C.D-QUO.MO.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,Chaussure rando,,
2025-06-08-0-001,08/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,PO-069-17339182664310987,"14,45 €",Oui,09/06/2025,07/07/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,sourris,Pc Portable,P#2025PC_PORTABL
2025-06-10-0-005,10/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"32,40 €",Oui,12/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Jeux de Société,C.D-SAN.LO.04,EspritJeu.fr,T#TT-COM-NU-INT#250101#ESPRITJEUFR____,Reflet d'acide v2 + Sky Team + expé,Jeux de Société,P#2025JEUX_DE_SO
2025-06-10-0-004,10/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"66,90 €",Oui,12/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Jeux de Société,C.D-SAN.LO.04,EspritJeu.fr,T#TT-COM-NU-INT#250101#ESPRITJEUFR____,Reflet d'acide v2 + Sky Team + expé,Jeux de Société,P#2025JEUX_DE_SO
2025-06-10-0-003,10/06/2025,Banque,PTF#BA#BANQ#BAN,Annule Dépense Rembourcement,FCT.MV-AD,,"24,26 €",Oui,11/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Jeux de Société,C.D-SAN.LO.04,EspritJeu.fr,T#TT-COM-NU-INT#250101#ESPRITJEUFR____,Reflet d'acide v2 + Sky Team + expé,Jeux de Société,P#2025JEUX_DE_SO
2025-06-10-0-002,10/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"7,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Dons association,C.D-SAN.LO.03,La feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-10-0-001,10/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"15,30 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Chicken Street - Magasin Nancy,T#TT-COM-RE-RES#250101#CHICKEN_STREET_,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-13-0-002,13/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"11,50 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Tacos One  - Magasin Nancy,T#TT-COM-RE-RES#250101#TACOS_ONE___MAG,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-13-0-001,13/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Dons association,C.D-SAN.LO.03,La Feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-14-0-005,14/06/2025,Banque,PTF#BA#BANQ#BAN,Annule Dépense Rembourcement,FCT.MV-AD,,"85,50 €",Oui,16/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Jeux de Société,C.D-SAN.LO.04,PGM Stuff,T#TT-COM-NU-INT#250101#PGM_STUFF______,Annule Reflet d'acide v2 + expé,Jeux de Société,P#2025JEUX_DE_SO
2025-06-14-0-004,14/06/2025,Banque,PTF#BA#BANQ#BAN,Annule Dépense Rembourcement,FCT.MV-AD,PO-069-07031301432950987,"7,51 €",Oui,16/06/2025,07/07/2025,Réglé,Logement / Ameublement / Accessoires,C.D-LOG.AM.01,Temu,T#TT-COM-NU-INT#250101#TEMU______,Article manquant + casse,,
2025-06-14-0-003,14/06/2025,Banque,PTF#BA#BANQ#BAN,Annule Dépense Rembourcement,FCT.MV-AD,PO-069-07031301432950987,"2,16 €",Oui,16/06/2025,07/07/2025,Réglé,Quotidien / Cadeaux / Cadeaux Famille,C.D-QUO.CA.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-06-14-0-002,14/06/2025,Banque,PTF#BA#BANQ#BAN,Annule Dépense Rembourcement,FCT.MV-AD,PO-069-07031178542710987,"4,07 €",Oui,16/06/2025,07/07/2025,Réglé,Quotidien / Mode/ Sous-vêtements,C.D-QUO.MO.06,Temu,T#TT-COM-NU-INT#250101#TEMU______,Pb de qualité,,
2025-06-14-0-001,14/06/2025,Banque,PTF#BA#BANQ#BAN,Annule Dépense Rembourcement,FCT.MV-AD,PO-069-07031178542710987,"4,08 €",Oui,16/06/2025,07/07/2025,Réglé,Quotidien / Mode/ Sous-vêtements,C.D-QUO.MO.06,Temu,T#TT-COM-NU-INT#250101#TEMU______,Pb de qualité,,
2025-06-16-0-002,16/06/2025,Banque,PTF#BA#BANQ#BAN,Annule Dépense Rembourcement,FCT.MV-AD,PO-069-17339182664310987,"14,45 €",Oui,17/06/2025,07/07/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,Sourris pas bluetooth,Pc Portable,P#2025PC_PORTABL
2025-06-16-0-001,16/06/2025,Banque,PTF#BA#BANQ#BAN,Annule Dépense Rembourcement,FCT.MV-AD,PO-069-17339182664310987,"12,99 €",Oui,17/06/2025,07/07/2025,Réglé,Quotidien / Mode / Chaussures & autres,C.D-QUO.MO.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,Chaussure 48 trop grandes,,
2025-06-17-0-001,17/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"477,04 €",Oui,18/06/2025,07/07/2025,Réglé,Quotidien / Transport / Entretien Auto,C.D-QUO.TR.04,Garage Automobile - Charlemagne - Nancy,T#TT-COM-SP-GAR#250617#GARAGE_AUTOMOBI,Rétro R5 papy,Papy Villers,P#2025PAPY_VILLE
2025-06-18-0-003,18/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"4,20 €",Oui,19/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Boulangerie - Au Pain de mon Grand-père - Nancy - Place des vosges,T#TT-COM-RE-BOU#250618#BOULANGERIE__AU,Sandwish Poulet cury,Jeux de Société,P#2025JEUX_DE_SO
2025-06-18-0-002,18/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Dons association,C.D-SAN.LO.03,La Feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-18-0-001,18/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"-26,65 €",N/A,,,Réglé,Finance / Revenus Exceptionnels / Pertes & Profits,#N/A,Moi - Portefeuille Especes - mai 25,T#TT-SER-TR-PER#250101#MOI__PORTEFEUIL,,,
2025-06-19-0-001,19/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"4,73 €",Oui,23/06/2025,07/07/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Supermarché Match Villers-les-nancy,T#TT-COM-DI-SUP#250619#SUPERMARCH_MATC,Rasoir + dentifrice,Papy Villers,P#2025PAPY_VILLE
2025-06-20-0-003,20/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"12,00 €",Oui,23/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Restaurant - Yom Thaï Food - Nancy,T#TT-COM-RE-RES#250620#RESTAURANT__YOM,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-20-0-002,20/06/2025,Banque,PTF#BA#BANQ#BAN,Transfert & Retraits,FCT.MV-TF,,"40,00 €",Oui,20/06/2025,07/07/2025,Réglé,Finance / Banque / Retrait,C.D-FIN.BA.05,Moi - Portefeuille Especes - mai 25,T#TT-SER-TR-PER#250101#MOI__PORTEFEUIL,,,
2025-06-20-0-001,20/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,La Feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,,Jeux de Société,P#2025JEUX_DE_SO
2025-06-21-0-001,21/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"18,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Grand Café Foy,T#TT-COM-RE-BAR#250621#GRAND_CAF_FOY__,Bar avec Melanie fête de la musique,Sortie Villers,
2025-06-23-0-003,23/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,IMPRO-JUIN25,"3,00 €",Oui,25/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Dons association,C.D-SAN.LO.03,Diplodocus Films - Spectacle Improvisation Nancy,T#TT-PUB-CO-ASS#250624#DIPLODOCUS_FILM,Théatre impro,Culture,P#2025CULTURE___
2025-06-23-0-002,23/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,IMPRO-JUIN25,"1,00 €",Oui,25/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Dons association,C.D-SAN.LO.03,HelloAsso,T#TT-PUB-CO-ASS#250623#HELLOASSO______,Théatre impro,Culture,P#2025CULTURE___
2025-06-23-0-001,23/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"3,91 €",Oui,25/06/2025,07/07/2025,Réglé,Santé & Bien-être / Santé / Analyses,C.D-SAN.SA.02,Laboratoire Atoubio Villers-les-Nancy,T#TT-PUB-SA-LAB#250623#LABORATOIRE_ATO,,,
2025-06-24-0-001,24/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"5,00 €",N/A,,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,BOULANGERIE PÂTISSERIE MATCH LA FABRIQUE MAISON GRANDMAIRE,T#TT-COM-RE-RES#250624#BOULANGERIE_PTI,Pain,Papy Villers,P#2025PAPY_VILLE
2025-06-25-0-002,25/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"15,00 €",Oui,27/06/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Restaurant - Yom Thaï Food - Nancy,T#TT-COM-RE-RES#250620#RESTAURANT__YOM,Repas soirée impro,Culture,P#2025CULTURE___
2025-06-25-0-001,25/06/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"4,10 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,EVA Nancy - Bar & Annimation,T#TT-COM-RE-BAR#250625#EVA_NANCY__BAR_,Biere,Culture,P#2025CULTURE___
2025-06-26-0-002,26/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"1,13 €",Oui,30/06/2025,07/07/2025,Réglé,Finance / Professionnel /  Indemnité,C.R-FIN.PR.01,CPBourg,T#TT-SER-TR-EMP#250101#CPBOURG______,,,
2025-06-26-0-001,26/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"5 031,95 €",Oui,26/06/2025,07/07/2025,Réglé,Finance / Professionnel /  Salaire,C.R-FIN.PR.04,GBA - Grand Bourg Agglo,T#TT-SER-TR-EMP#250701#GBA__GRAND_BOUR,,,
2025-06-30-0-003,30/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"5,00 €",Oui,02/07/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,UGC Cinécité - Ludres,T#TT-COM-LO-CIN#250630#UGC_CINCIT__LUD,Avignion,Rencontre,P#2025RENCONTRE_
2025-06-30-0-002,30/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"17,05 €",Oui,02/07/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Mc Donalds - Ludres CInécité,T#TT-COM-RE-RES#250630#MC_DONALDS__LUD,,Rencontre,P#2025RENCONTRE_
2025-06-30-0-001,30/06/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"5,99 €",Oui,30/06/2025,07/07/2025,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Syma - Mobile,T#TT-COM-NU-FOU#250101#SYMA__MOBILE___,,Telephone,P#2025TELEPHONE_
2025-07-01-0-002,01/07/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"68,52 €",Oui,03/07/2025,07/07/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Supermarché Match Villers-les-nancy,T#TT-COM-DI-SUP#250619#SUPERMARCH_MATC,,Papy Villers,P#2025PAPY_VILLE
2025-07-01-0-000,01/07/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,20 €",N/A,,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,BOULANGERIE PÂTISSERIE MATCH LA FABRIQUE MAISON GRANDMAIRE,T#TT-COM-RE-RES#250624#BOULANGERIE_PTI,,Papy Villers,P#2025PAPY_VILLE
2025-07-02-0-003,02/07/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"46,19 €",Oui,04/07/2025,05/08/2025,Réglé,Quotidien / Loisir récréatif / Gaming - Jeux vidéo,C.D-QUO.LO.02,Steam - Valve Corp - Jeux Vidéo,T#TT-COM-NU-PLA#250702#STEAM__VALVE_CO,,Gaming,P#2025GAMING____
2025-07-02-0-002,02/07/2025,Banque,PTF#BA#BANQ#BAN,Dépense & Revenu,FCT.MV-DR,,"5,40 €",Oui,03/07/2025,07/07/2025,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Boulangerie - Au Pain de mon Grand-père - Nancy - Place des vosges,T#TT-COM-RE-BOU#250618#BOULANGERIE__AU,,Jeux de Société,P#2025JEUX_DE_SO
2025-07-02-0-000,02/07/2025,Espèce,PTF#ES#ESPE#ESP,Dépense & Revenu,FCT.MV-DR,,"3,50 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,La Feinte de l'ours,T#TT-PUB-CO-ASS#250101#LA_FEINTE_DE_LO,,Jeux de Société,P#2025JEUX_DE_SO
